leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_43_011.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_43_011.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_43_011.jpg,-0.184351905,0.999811617,0,80.32116,27.33,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_43_524.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_43_524.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_43_524.jpg,0.001413032,1,0,80.33445167,27.33,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_44_055.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_44_055.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_44_055.jpg,0.204019105,0.9965149,0,80.32253833,27.33,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_44_566.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_44_566.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_44_566.jpg,-0.430897038,0.88661855,0,80.25667833,27.32,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_45_038.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_45_038.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_45_038.jpg,0.063487267,0.999623233,0,80.329995,27.32,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_45_470.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_45_470.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_45_470.jpg,0.146116267,0.994480383,0,80.32100333,27.32,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_46_002.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_46_002.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_46_002.jpg,-0.01196028,1,0,80.33472833,27.32,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_46_511.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_46_511.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_46_511.jpg,-0.17080906,0.999811617,0,80.32270333,27.32,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_46_977.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_46_977.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_46_977.jpg,0.10604737,1,0,80.33406,27.32,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_47_416.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_47_416.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_47_416.jpg,-0.076705482,1,0,80.29274,27.32,94.36
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_47_955.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_47_955.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_47_955.jpg,-0.03342965,1,0,80.34488333,27.32,94.36
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_48_521.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_48_521.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_48_521.jpg,-0.044646932,0.499623233,0.36821355,78.74714667,27.32,94.37
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_49_033.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_49_033.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_49_033.jpg,-0.444167517,0,0.35628686,66.70742,27.35,94.41
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_49_510.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_49_510.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_49_510.jpg,-0.666666667,0,0.000619625,59.05137,27.35,94.42
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_49_962.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_49_962.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_49_962.jpg,-0.5,0.010183198,0,54.04772833,27.36,94.44
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_50_463.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_50_463.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_50_463.jpg,-0.178461811,0.980941917,0,56.805025,27.36,94.41
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_51_011.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_51_011.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_51_011.jpg,0,0.666666667,0,65.14927167,27.4,94.32
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_51_530.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_51_530.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_51_530.jpg,-0.017331235,0.5,0,68.14254667,27.41,94.29
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_023.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_023.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_023.jpg,0.092349583,0.9082889,0,70.22406667,27.41,94.26
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_511.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_511.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_511.jpg,-0.282243867,0.101988517,0.195606533,72.20577333,27.41,94.24
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_52_998.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_52_998.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_52_998.jpg,0.130476248,0,0.778256433,62.75466833,27.43,94.27
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_515.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_515.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_515.jpg,0.565484117,0.236372617,0,55.01896833,27.44,94.29
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_53_956.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_53_956.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_53_956.jpg,0.241513583,0.990392467,0,58.81352667,27.44,94.25
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_393.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_393.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_393.jpg,0.257161785,0.877149167,0,64.731885,27.47,94.2
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_54_848.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_54_848.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_54_848.jpg,0.362446983,0.307874467,0.002578805,68.87058167,27.48,94.16
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_330.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_330.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_330.jpg,0,1,0,71.59555,27.48,94.13
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_55_814.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_55_814.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_55_814.jpg,0,1,0,78.89813667,27.53,94.05
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_308.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_308.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_308.jpg,0,1,0,80.33573667,27.53,94.03
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_56_767.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_56_767.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_56_767.jpg,-0.091053967,0.998461533,0,80.32728833,27.53,94.03
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_188.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_188.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_188.jpg,0,1,0,80.33572667,27.53,94.03
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_57_645.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_57_645.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_57_645.jpg,-0.07751552,0.209885967,0.379899567,77.91977167,27.53,94.03
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_131.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_131.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_131.jpg,-0.63716385,0.208638533,0,69.29146167,27.55,94.06
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_58_608.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_58_608.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_58_608.jpg,-0.14821361,0.9790581,0,71.09206333,27.55,94.04
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_092.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_092.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_092.jpg,-0.173674683,0.988081633,0,78.46483833,27.6,93.95
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_26_59_587.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_26_59_587.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_26_59_587.jpg,-0.2685192,0.960540067,0,80.28288333,27.6,93.93
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_00_112.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_00_112.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_00_112.jpg,0.3987107,0.33314495,0.014666717,78.77943833,27.6,93.93
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_00_657.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_00_657.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_00_657.jpg,0,0,0,70.157155,27.62,93.96
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_01_215.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_01_215.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_01_215.jpg,-0.1695698,0.254438533,0.17221565,61.448405,27.63,93.99
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_01_641.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_01_641.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_01_641.jpg,-0.40096502,0.691390987,0,64.313745,27.63,93.97
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_02_103.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_02_103.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_02_103.jpg,-0.161881733,0.467897508,0,64.28457,27.63,93.97
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_02_676.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_02_676.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_02_676.jpg,-0.20673164,0.9236107,0,69.81825833,27.66,93.9
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_03_208.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_03_208.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_03_208.jpg,0.030710667,1,0,77.90524167,27.72,93.79
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_03_717.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_03_717.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_03_717.jpg,-0.095958368,1,0,80.32962667,27.72,93.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_04_204.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_04_204.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_04_204.jpg,0.157425533,0.980238633,0,80.31190667,27.72,93.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_04_712.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_04_712.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_04_712.jpg,-0.17269085,0.968935667,0,80.30401167,27.72,93.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_05_221.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_05_221.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_05_221.jpg,0,1,0,80.33610167,27.72,93.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_05_732.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_05_732.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_05_732.jpg,-0.086155862,0.9639686,0,80.29413167,27.72,93.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_06_221.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_06_221.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_06_221.jpg,0.134633382,1,0,80.33309,27.72,93.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_06_745.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_06_745.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_06_745.jpg,-0.17126135,0.998788067,0,80.30357333,27.72,93.75
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_07_286.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_07_286.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_07_286.jpg,-0.08561395,1,0,80.32570667,27.71,93.75
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_07_771.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_07_771.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_07_771.jpg,0.133850333,0.9609168,0,80.30784,27.71,93.75
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_08_315.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_08_315.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_08_315.jpg,-0.189023467,0.303372133,0,78.95784333,27.71,93.76
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_08_854.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_08_854.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_08_854.jpg,-0.015545835,1,0,79.59434,27.71,93.75
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_09_409.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_09_409.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_09_409.jpg,-0.000550549,1,0,80.33564833,27.71,93.74
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_09_926.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_09_926.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_09_926.jpg,-0.033521815,1,0,80.33586833,27.71,93.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_10_405.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_10_405.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_10_405.jpg,-0.086147707,0.999158567,0,80.32752167,27.71,93.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_10_841.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_10_841.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_10_841.jpg,-0.005052903,1,0,80.33557833,27.71,93.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_11_300.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_11_300.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_11_300.jpg,0,1,0,80.33522167,27.71,93.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_11_778.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_11_778.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_11_778.jpg,0,1,0,80.33621833,27.71,93.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_12_301.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_12_301.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_12_301.jpg,-0.176439662,0.994273167,0,80.31622333,27.71,93.73
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_12_800.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_12_800.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_12_800.jpg,0.0333543,0.166666667,0,76.698405,27.71,93.74
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_13_263.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_13_263.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_13_263.jpg,0.039229815,0.204818467,0,73.21428667,27.71,93.75
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_13_708.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_13_708.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_13_708.jpg,-0.287298967,0.93217585,0,74.38294333,27.71,93.74
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_14_174.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_14_174.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_14_174.jpg,0.081835767,0.98774255,0,79.83346667,27.74,93.68
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_14_613.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_14_613.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_14_613.jpg,-0.222139333,0.97388385,0,80.29298167,27.74,93.67
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_15_039.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_15_039.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_15_039.jpg,-0.197283283,0.997676617,0,80.31378667,27.74,93.67
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_15_504.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_15_504.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_15_504.jpg,-0.079485053,0.9828132,0,80.30819,27.74,93.67
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_15_983.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_15_983.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_15_983.jpg,-0.072858217,0.986028267,0,80.31649667,27.73,93.67
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_16_495.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_16_495.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_16_495.jpg,0.014474252,1,0,80.33445333,27.73,93.67
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_17_011.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_17_011.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_17_011.jpg,0,1,0,80.33546333,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_17_507.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_17_507.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_17_507.jpg,-0.023947717,1,0,80.33488,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_18_034.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_18_034.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_18_034.jpg,-0.077563725,0.9988383,0,80.32911833,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_18_565.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_18_565.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_18_565.jpg,0,1,0,80.27623667,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_19_081.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_19_081.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_19_081.jpg,0,1,0,80.32995,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_19_561.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_19_561.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_19_561.jpg,0,1,0,80.33596667,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_20_106.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_20_106.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_20_106.jpg,0.076402017,1,0,80.33222833,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_20_617.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_20_617.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_20_617.jpg,-0.007051817,0.9962449,0,80.31804333,27.73,93.66
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_21_065.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_21_065.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_21_065.jpg,0,1,0,80.33531333,27.72,93.65
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_21_494.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_21_494.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_21_494.jpg,-0.108816613,1,0,80.39957167,27.72,93.65
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_21_935.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_21_935.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_21_935.jpg,-0.28260195,0.938304567,0,80.291595,27.72,93.65
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_22_397.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_22_397.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_22_397.jpg,0.12886465,0.879033,0,80.29052833,27.72,93.65
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_22_891.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_22_891.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_22_891.jpg,0.074352717,0,0.961431733,74.66122,27.73,93.67
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_23_390.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_23_390.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_23_390.jpg,0.027459963,0.5612224,0.14655365,65.10390333,27.75,93.7
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_23_845.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_23_845.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_23_845.jpg,-0.3791399,0.9291931,0,67.90315667,27.75,93.67
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_24_310.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_24_310.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_24_310.jpg,0,1,0,72.16520167,27.76,93.63
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_24_869.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_24_869.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_24_869.jpg,0.266109967,0.76971435,0,77.26269833,27.79,93.56
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_25_350.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_25_350.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_25_350.jpg,-1,0.023853533,0,67.79978667,27.8,93.59
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_25_850.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_25_850.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_25_850.jpg,-0.7629974,0,0,17.45510167,27.84,93.63
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_26_314.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_26_314.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_26_314.jpg,1,0,0.053538765,10.3636855,27.84,93.63
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_26_805.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_26_805.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_26_805.jpg,1,0,0.037695755,1.252146583,27.84,93.63
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_27_330.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_27_330.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_27_330.jpg,0.997739417,0,0.021496696,0.155225125,27.84,93.63
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_27_858.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_27_858.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_27_858.jpg,0.217161792,0.6670665,0,2.394801903,27.84,93.63
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_28_368.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_28_368.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_28_368.jpg,0.985394033,0.070589298,0,7.031254833,27.83,93.62
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_28_885.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_28_885.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_28_885.jpg,1,0,0,6.700983167,27.83,93.62
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_29_460.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_29_460.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_29_460.jpg,0.015212883,0,0.777615917,4.1765095,27.83,93.62
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_30_005.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_30_005.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_30_005.jpg,-0.686882317,0,0.604094317,0.6959367,27.83,93.62
E:\Users\Matt\Documents\IMG\center_2018_04_27_15_27_30_530.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_27_15_27_30_530.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_27_15_27_30_530.jpg,-0.9814443,0,0.089042505,0.622504117,27.83,93.62
