leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_28_674.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_28_674.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_28_674.jpg,0,1,0,22.0437,24.98,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_28_741.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_28_741.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_28_741.jpg,0,1,0,22.67278,24.98,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_28_827.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_28_827.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_28_827.jpg,-0.25,1,0,23.60466,24.98,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_28_895.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_28_895.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_28_895.jpg,-0.4,1,0,24.12817,24.98,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_28_968.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_28_968.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_28_968.jpg,-0.6000001,1,0,24.74222,24.97,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_040.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_040.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_040.jpg,0,1,0,25.18851,24.97,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_122.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_122.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_122.jpg,0,1,0,25.90658,24.97,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_190.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_190.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_190.jpg,0.1,1,0,26.64095,24.97,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_257.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_257.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_257.jpg,0.25,1,0,27.15789,24.97,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_325.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_325.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_325.jpg,0.45,1,0,27.778,24.96,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_392.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_392.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_392.jpg,0,1,0,28.22795,24.96,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_470.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_470.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_470.jpg,0,1,0,28.9474,24.96,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_541.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_541.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_541.jpg,0,1,0,29.49446,24.96,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_613.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_613.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_613.jpg,0,1,0,30.18419,24.95,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_685.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_685.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_685.jpg,-0.15,1,0,30.1824,24.95,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_758.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_758.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_758.jpg,-0.3,1,0,30.16758,24.95,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_830.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_830.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_830.jpg,0,1,0,30.19033,24.94,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_909.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_909.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_909.jpg,0,1,0,30.19109,24.94,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_29_977.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_29_977.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_29_977.jpg,0,1,0,30.19096,24.94,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_060.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_060.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_060.jpg,0,1,0,30.19111,24.93,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_138.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_138.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_138.jpg,0,1,0,30.1903,24.93,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_214.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_214.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_214.jpg,-0.2,1,0,30.18007,24.92,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_293.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_293.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_293.jpg,-0.4,1,0,30.15773,24.92,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_369.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_369.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_369.jpg,-0.6000001,1,0,30.13301,24.92,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_450.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_450.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_450.jpg,0,1,0,30.18115,24.91,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_524.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_524.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_524.jpg,0,1,0,30.18851,24.91,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_605.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_605.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_605.jpg,0,1,0,30.19002,24.91,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_685.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_685.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_685.jpg,0,1,0,30.19029,24.90,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_766.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_766.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_766.jpg,0,1,0,30.19031,24.90,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_840.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_840.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_840.jpg,-0.1,1,0,30.18809,24.90,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_909.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_909.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_909.jpg,-0.3,1,0,30.1698,24.89,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_30_976.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_30_976.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_30_976.jpg,0,1,0,30.19011,24.89,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_048.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_048.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_048.jpg,0,1,0,30.18991,24.88,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_118.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_118.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_118.jpg,0,1,0,30.1902,24.88,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_192.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_192.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_192.jpg,0,1,0,30.19026,24.88,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_268.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_268.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_268.jpg,0,1,0,30.19041,24.87,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_345.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_345.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_345.jpg,-0.1,1,0,30.18788,24.87,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_425.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_425.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_425.jpg,-0.3,1,0,30.16972,24.87,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_502.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_502.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_502.jpg,-0.45,1,0,30.15171,24.86,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_574.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_574.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_574.jpg,0,1,0,30.18836,24.86,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_654.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_654.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_654.jpg,0,1,0,30.18991,24.86,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_730.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_730.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_730.jpg,0,1,0,30.19024,24.85,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_805.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_805.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_805.jpg,-0.15,1,0,30.18544,24.85,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_887.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_887.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_887.jpg,-0.35,1,0,30.16471,24.84,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_31_966.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_31_966.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_31_966.jpg,0,1,0,30.18764,24.84,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_047.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_047.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_047.jpg,0,1,0,30.18986,24.84,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_128.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_128.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_128.jpg,0,1,0,30.19024,24.83,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_197.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_197.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_197.jpg,0,1,0,30.19027,24.83,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_268.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_268.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_268.jpg,-0.2,1,0,30.18081,24.83,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_336.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_336.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_336.jpg,-0.35,1,0,30.16373,24.82,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_406.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_406.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_406.jpg,-0.5500001,1,0,30.13985,24.82,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_482.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_482.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_482.jpg,0,1,0,30.17092,24.82,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_557.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_557.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_557.jpg,0,1,0,30.18629,24.81,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_630.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_630.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_630.jpg,0,1,0,30.18958,24.81,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_713.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_713.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_713.jpg,0,1,0,30.1902,24.80,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_782.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_782.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_782.jpg,0,1,0,30.19031,24.80,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_864.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_864.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_864.jpg,0,1,0,30.19033,24.80,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_32_947.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_32_947.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_32_947.jpg,0,1,0,30.19049,24.79,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_030.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_030.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_030.jpg,0,1,0,30.18952,24.79,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_097.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_097.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_097.jpg,0,1,0,30.19035,24.79,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_165.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_165.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_165.jpg,0,1,0,30.18986,24.78,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_232.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_232.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_232.jpg,0,1,0,30.18939,24.78,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_307.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_307.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_307.jpg,0,1,0,30.19071,24.78,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_379.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_379.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_379.jpg,0,1,0,30.19043,24.77,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_448.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_448.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_448.jpg,0,1,0,30.19026,24.77,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_541.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_541.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_541.jpg,0,1,0,30.19027,24.77,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_614.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_614.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_614.jpg,0,1,0,30.19022,24.76,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_686.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_686.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_686.jpg,0,1,0,30.19027,24.76,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_757.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_757.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_757.jpg,0,1,0,30.19026,24.75,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_825.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_825.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_825.jpg,0,1,0,30.19028,24.75,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_896.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_896.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_896.jpg,0,1,0,30.1903,24.75,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_33_972.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_33_972.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_33_972.jpg,-0.2,1,0,30.17918,24.74,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_34_055.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_34_055.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_34_055.jpg,0,1,0,30.19155,24.74,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_34_126.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_34_126.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_34_126.jpg,0,1,0,30.19025,24.74,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_34_194.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_34_194.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_34_194.jpg,0,1,0,30.18939,24.73,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_34_278.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_34_278.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_34_278.jpg,0,1,0,30.19067,24.73,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_34_361.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_34_361.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_34_361.jpg,0,1,0,30.19046,24.73,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_34_440.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_34_440.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_34_440.jpg,-0.2,1,0,30.17952,24.72,99.99
/Users/Matt/Documents/generated_drive_data/IMG/center_2018_04_16_10_31_34_519.jpg,/Users/Matt/Documents/generated_drive_data/IMG/left_2018_04_16_10_31_34_519.jpg,/Users/Matt/Documents/generated_drive_data/IMG/right_2018_04_16_10_31_34_519.jpg,-0.4,1,0,30.15767,24.72,99.99
