leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %,acceleration, speedMS, coolingPower, generatedHeat, instantaneousPower
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_157.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_157.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_157.jpg,0,0,0,0.0001206238,24.97,99.99,0.0003866214743353239,0,8.91153857629414,0.008507152594154535,-8.903031423699986
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_240.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_240.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_240.jpg,0,0,0,0.0001409834,24.97,99.99,0.0003573257194987585,0,11.039635006706131,0.008507152594154535,-11.031127854111977
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_324.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_324.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_324.jpg,0,0,0,0.0001711269,24.97,99.99,0.0004126657530991645,0,11.172633105727826,0.008507152594154535,-11.164125953133672
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_406.jpg,0,0,0,5.239444E-05,24.97,99.99,0.000513113467666141,0,10.906636907684435,0.008507152594154535,-10.898129755090281
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_486.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_486.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_486.jpg,0,0,0,4.525283E-05,24.96,99.99,0.00016102874556191994,0,10.640640709641048,0.008507152594154535,-10.632133557046894
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_566.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_566.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_566.jpg,0,0,0,5.011927E-05,24.96,99.99,0.00013908018035919592,0,10.640608998124828,0.008507152594154535,-10.632101845530674
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_648.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_648.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_648.jpg,0,0,0,8.641114E-05,24.96,99.99,0.0001502795435819593,0,10.906636907684435,0.008507152594154535,-10.898129755090281
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_729.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_729.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_729.jpg,0,0,0,8.004127E-05,24.96,99.99,0.00026229699136253126,0,10.773638808662742,0.008507152594154535,-10.765131656068588
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_810.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_810.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_810.jpg,0,0,0,9.34455E-05,24.96,99.99,0.0002429622627618728,0,10.773607097146524,0.008507152594154535,-10.76509994455237
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_877.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_877.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_877.jpg,0,0,0,3.984682E-05,24.95,99.99,0.00034291910902631035,0,8.91153857629414,0.008507152594154535,-8.903031423699986
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_960.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_960.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_960.jpg,0,0,0,0.000137157,24.95,99.99,0.00011803884164018644,0,11.039635006706131,0.008507152594154535,-11.031127854111977
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_032.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_032.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_032.jpg,0,0,0,0.0001510962,24.95,99.99,0.0004683757416252552,0,9.576560782918833,0.008507152594154535,-9.568053630324679
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_106.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_106.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_106.jpg,0,0,0,0.0002397192,24.95,99.99,0.0005020322196557974,0,9.842556980962222,0.008507152594154535,-9.834049828368068
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_181.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_181.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_181.jpg,0,0,0,3.706193E-05,24.94,99.99,0.0007858693555897197,0,9.975586791500135,0.008507152594154535,-9.96707963890598
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_255.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_255.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_255.jpg,0,0,0,3.045769E-05,24.94,99.99,0.0001231415683230294,0,9.842588692478442,0.008507152594154535,-9.834081539884288
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_331.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_331.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_331.jpg,0,0,0,5.736306E-05,24.94,99.99,9.853546840683398e-05,0,10.10858489052183,0.008507152594154535,-10.100077737927675
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_405.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_405.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_405.jpg,0,0,0,1.007786E-05,24.94,99.99,0.00019059449766472409,0,9.842556980962222,0.008507152594154535,-9.834049828368068
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_480.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_480.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_480.jpg,0,0,0,5.056751E-06,24.94,99.99,3.303816024717007e-05,0,9.975586791500135,0.008507152594154535,-9.96707963890598
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_551.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_551.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_551.jpg,0,0,0,0.0001001315,24.93,99.99,1.7511433028884396e-05,0,9.443562683897138,0.008507152594154535,-9.435055531302984
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_624.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_624.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_624.jpg,0,0,0,0.0001154341,24.93,99.99,0.0003372540767981706,0,9.709558881940527,0.008507152594154535,-9.701051729346373
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_700.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_700.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_700.jpg,0,0,0,0.0001358269,24.93,99.99,0.000373447661776757,0,10.10858489052183,0.008507152594154535,-10.100077737927675
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_773.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_773.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_773.jpg,0,0,0,0.0002011981,24.93,99.99,0.0004574801712134288,0,9.709558881940527,0.008507152594154535,-9.701051729346373
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_845.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_845.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_845.jpg,0,0,0,4.564167E-05,24.93,99.99,0.0006870689013400137,0,9.576560782918833,0.008507152594154535,-9.568053630324679
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_921.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_921.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_921.jpg,0,0,0,3.340834E-05,24.92,99.99,0.0001476580572039489,0,10.10858489052183,0.008507152594154535,-10.100077737927675
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_996.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_996.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_996.jpg,0,0,0,3.824429E-05,24.92,99.99,0.00010952226866735021,0,9.975586791500135,0.008507152594154535,-9.96707963890598
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_070.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_070.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_070.jpg,0,0,0,6.121913E-05,24.92,99.99,0.00012707047429293402,0,9.842556980962222,0.008507152594154535,-9.834049828368068
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_148.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_148.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_148.jpg,0,0,0,2.373057E-06,24.92,99.99,0.00019297508565144144,0,10.37461280008144,0.008507152594154535,-10.366105647487286
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_222.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_222.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_222.jpg,0,0,0,6.228455E-06,24.92,99.99,7.88471896103097e-06,0,9.842556980962222,0.008507152594154535,-9.834049828368068
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_303.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_303.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_303.jpg,0,0,0,0.0001111098,24.91,99.99,1.890618509762647e-05,0,10.773638808662742,0.008507152594154535,-10.765131656068588
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_380.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_380.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_380.jpg,0,0,0,0.0001198923,24.91,99.99,0.0003547888138877796,0,10.241614701059744,0.008507152594154535,-10.23310754846559
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_456.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_456.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_456.jpg,0,0,0,0.0002173644,24.91,99.99,0.0003878706474086729,0,10.10858489052183,0.008507152594154535,-10.100077737927675
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_531.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_531.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_531.jpg,0,0,0,3.160433E-05,24.91,99.99,0.0007125860756241029,0,9.975555079983916,0.008507152594154535,-9.967047927389762
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_620.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_620.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_620.jpg,0,0,0,4.013033E-05,24.91,99.99,8.731034821886419e-05,0,11.837687023868735,0.008507152594154535,-11.829179871274581
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_693.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_693.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_693.jpg,0,0,0,4.814635E-05,24.90,99.99,0.00013516299259811148,0,9.709590593456745,0.008507152594154535,-9.701083440862591
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_772.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_772.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_772.jpg,0,0,0,6.826578E-05,24.90,99.99,0.00014984607517490398,0,10.507610899103133,0.008507152594154535,-10.499103746508979
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_850.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_850.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_850.jpg,0,0,0,8.223487E-05,24.90,99.99,0.00021518821011827586,0,10.37458108856522,0.008507152594154535,-10.366073935971066
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_924.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_924.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_924.jpg,0,0,0,9.75369E-05,24.90,99.99,0.000273232690867433,0,9.842588692478442,0.008507152594154535,-9.834081539884288
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_000.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_000.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_000.jpg,0,0,0,0.0001271772,24.89,99.99,0.0003155473750126988,0,10.10858489052183,0.008507152594154535,-10.100077737927675
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_074.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_074.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_074.jpg,0,0,0,0.0001456738,24.89,99.99,0.0004225589525455258,0,9.842556980962222,0.008507152594154535,-9.834049828368068
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_150.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_150.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_150.jpg,0,0,0,0.000201132,24.89,99.99,0.00047127641944862315,0,10.10861660203805,0.008507152594154535,-10.100109449443895
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_223.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_223.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_223.jpg,0,0,0,0.0002623067,24.89,99.99,0.0006774350426645926,0,9.709558881940527,0.008507152594154535,-9.701051729346373
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_296.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_296.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_296.jpg,0,0,0,4.458198E-05,24.89,99.99,0.0008834782655455546,0,9.709558881940527,0.008507152594154535,-9.701051729346373
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_371.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_371.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_371.jpg,0,0,0,4.565987E-05,24.88,99.99,0.00014615271489940634,0,9.975586791500135,0.008507152594154535,-9.96707963890598
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_449.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_449.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_449.jpg,0,0,0,6.524501E-05,24.88,99.99,0.00014392958960599526,0,10.37458108856522,0.008507152594154535,-10.366073935971066
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_526.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_526.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_526.jpg,0,0,0,4.331464E-06,24.88,99.99,0.00020833625575778482,0,10.241614701059744,0.008507152594154535,-10.23310754846559
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_599.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_599.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_599.jpg,0,0,0,9.148335E-05,24.88,99.99,1.4588854581270742e-05,0,9.709558881940527,0.008507152594154535,-9.701051729346373
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_678.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_678.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_678.jpg,0,0.5478055,0,0.2133216,24.88,99.99,0.0002847239913586814,0,10.507610899103133,0.008507152594154535,-10.499103746508979
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_745.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_745.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_745.jpg,0,1,0,1.029985,24.87,99.99,0.7828339868584686,0,8.911506864777921,0.008507152594154535,-8.902999712183767
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_830.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_830.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_830.jpg,0,1,0,2.384834,24.87,99.99,7.125546178141,1.0661161913600001,11.30566291626574,0.10669634207667562,-11.198966574189065
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_909.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_909.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_909.jpg,0,1,0,3.463925,24.87,99.99,6.106289416881587,1.548513032,10.507610899103133,0.1414920690498921,-10.36611883005324
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_987.jpg,0,1,0,4.539236,24.87,99.99,6.162905208549771,2.02922006144,10.37461280008144,0.23905540003626302,-10.135557400045178
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_068.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_068.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_068.jpg,0,1,0,5.610732,24.87,99.99,5.913593107576109,2.50822163328,10.773638808662742,0.3610794181345626,-10.41255939052818
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_144.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_144.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_144.jpg,0,1,0,6.411462,24.86,99.99,4.709979684032278,2.86617997248,10.10858489052183,0.2641051594825885,-9.844479731039241
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_223.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_223.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_223.jpg,0,1,0,7.475445,24.86,99.99,6.020797256804037,3.3418229328,10.507610899103133,0.6281394789804655,-9.879471420122668
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_300.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_300.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_300.jpg,0,1,0,8.535579,24.86,99.99,6.154842884038823,3.81574523616,10.241582989543526,0.811037638669244,-9.430545350874281
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_371.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_371.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_371.jpg,0,1,0,9.671167,24.86,99.99,7.150035920622757,4.32339849568,9.443562683897138,1.1901050729256504,-8.253457610971488
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_446.jpg,0,1,0,10.64413,24.86,99.99,5.799374706456855,4.7583518752,9.975586791500135,1.0605007309229295,-8.915086060577206
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_530.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_530.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_530.jpg,0,1,0,11.56113,24.85,99.99,4.880194091089436,5.1682875552,11.172633105727826,1.1135284306236684,-10.059104675104157
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_612.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_612.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_612.jpg,0,1,0,11.92854,24.85,99.99,2.003011366049153,5.3325345215999995,10.906636907684435,0.19506189746405309,-10.711575010220383
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_697.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_697.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_697.jpg,0,1,0,12.75366,24.85,99.99,4.33954681481678,5.7013961663999995,11.30566291626574,1.0983138282547742,-10.207349088010966
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_775.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_775.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_775.jpg,0,1,0,13.1454,24.85,99.99,2.2451704543125675,5.876519616,10.37461280008144,0.26751202812797814,-10.107100771953462
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_861.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_861.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_861.jpg,0,1,0,14.22307,24.85,99.99,5.601881268899183,6.3582812128,11.438661015287433,2.3182358627863775,-9.120425152501056
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_941.jpg,0,1,0,15.13293,24.84,99.99,5.084302528768744,6.7650250272,10.640608998124828,1.8724672766793957,-8.768141721445431
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_028.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_028.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_028.jpg,0,1,0,16.34429,24.84,99.99,6.224431669205458,7.3065514016,11.571690825825348,3.8596479843724416,-7.712042841452906
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_103.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_103.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_103.jpg,0,1,0,17.39057,24.84,99.99,6.236402675992149,7.7742804128,9.975555079983916,3.2588860452693695,-6.716669034714547
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_189.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_189.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_189.jpg,0,1,0,19.06758,24.84,99.99,8.717335461464677,8.5239709632,11.438661015287433,10.029836204885099,-1.4088248104023346
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_264.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_264.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_264.jpg,0,1,0,20.21148,24.84,99.99,6.818249745073573,9.035340019200001,9.975586791500135,5.254278281901796,-4.721308509598338
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_331.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_331.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_331.jpg,0,1,0,21.84117,24.84,99.99,10.87365640524715,9.763876636800001,8.91153857629414,12.406059878472048,3.4945213021779082
