leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %,acceleration, speedMS, coolingPower, generatedHeat, instantaneousPower
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_987.jpg,0.0,0.7579675833333334,0.0,1.9385655138916669,24.97,99.99,1.879761290809714,0.8666163273301307,61.316563261271895,0.1709607696251387,-61.145602491646756
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_446.jpg,0.0,1.0,0.0,8.058085833333335,24.97,99.98,5.96006471517161,3.602286690933334,61.0505670632285,24.119832293610305,-36.9307347696182
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_941.jpg,0.0,1.0,0.0,13.124121666666667,24.97,99.97,4.575194308126807,5.867007349866667,65.8388157431717,43.787402893320376,-22.051412849851317
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_406.jpg,0.0,1.0,0.0,19.73846,24.97,99.95,6.35886957918169,8.823881158399999,61.84858736887489,167.67935888738046,105.83077151850557
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_847.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_847.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_847.jpg,0.0,1.0,0.0,28.994511666666668,25.00,99.92,9.38282421822495,12.961706495466666,58.65641101174068,705.99913427785,647.3427232661093
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_287.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_287.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_287.jpg,0.035797,1.0,0.0,38.04388666666667,25.04,99.87,9.194163804331206,17.00713909546667,58.52341291271899,1162.6650257089227,1104.1416127962036
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_727.jpg,0.038396683333333334,0.3333333333333333,0.0,41.835980000000006,25.04,99.85,3.852766325627902,18.702356499200004,58.52341291271899,249.85594554028737,191.33253262756838
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_142.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_142.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_142.jpg,0.05937000166666667,0.83314495,0.0,43.831865,25.04,99.84,2.1499771383496786,19.5945969296,55.198206745046875,77.2432036762241,22.044996931177224
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_574.jpg,0.0,0.0,0.64346415,36.907878333333336,25.05,99.85,3.940774902500842,16.499297930133334,57.459332985996774,188.62429070939152,131.16495772339474
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_003.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_003.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_003.jpg,0.7197384000000001,0.0,0.49567363333333336,26.600661666666667,25.05,99.86,5.907354670740263,11.891559791466667,57.060338688931694,217.96242211728259,160.9020834283509
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_441.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_441.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_441.jpg,0.0,0.0,0.0,16.715306666666667,25.06,99.86,5.549160286893797,7.472410692266666,58.257385003159385,78.57987530201613,20.32249029885675
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_898.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_898.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_898.jpg,-0.22957009999999997,0.9711460000000001,0.0,15.502191666666667,25.05,99.86,0.6526717725955057,6.930099762666667,60.784539153668895,0.8472786661862285,-59.93726048748267
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_323.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_323.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_323.jpg,0.1851200401666667,0.9628822500000002,0.0,19.004591666666666,25.05,99.85,3.684030756866531,8.495812658666667,56.52828286981248,43.935982637491485,-12.592300232320994
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_770.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_770.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_770.jpg,0.17119004999999998,0.9419152333333334,0.0,23.78518,25.06,99.84,4.781015840864512,10.6329268672,59.45446302890329,127.6033957063311,68.14893267742781
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_213.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_213.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_213.jpg,0.07344612166666666,0.9411554333333333,0.0,25.641485,25.05,99.83,1.8732335004756577,11.4627694544,58.9224389213003,22.851390034808755,-36.07104888649154
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_647.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_647.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_647.jpg,0.35446158333333333,0.8652747833333333,0.0,29.68766666666667,25.06,99.81,4.167753430119347,13.271574506666667,57.725360895556385,142.7394019254854,85.01404102992902
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_080.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_080.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_080.jpg,0.3373962833333333,0.97147255,0.0,36.799731666666666,25.08,99.78,7.342675852190249,16.450952044266668,57.59233108501847,673.2111379359859,615.6188068509674
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_524.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_524.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_524.jpg,0.04440611666666667,0.9818398833333334,0.0,44.90366,25.12,99.73,8.159414584335105,20.0737321664,59.05543702032199,1301.2651221893789,1242.209685169057
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_983.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_983.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_983.jpg,0.08358976666666666,0.09022085,0.3333333333333333,48.49605666666667,25.13,99.70,3.498790019191181,21.67967717226667,61.0505670632285,302.4625686220453,241.4120015588168
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_461.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_461.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_461.jpg,0.12455271666666667,0.5,0.0,45.56261666666666,25.13,99.71,1.50889303749251,20.368312154666665,63.577689502221794,50.230828656481386,-13.346860845740409
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_941.jpg,0.09900373333333334,0.6513699666666667,0.0,50.059808333333336,25.15,99.68,4.1883843391241244,22.378736717333336,63.843717411781405,503.29481500508194,439.4510975933005
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_406.jpg,0.09467296666666668,0.6486447000000001,0.0,54.65652166666666,25.16,99.64,4.419172274911674,24.433651445866666,61.84858736887489,626.8439270199387,564.9953396510639
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_858.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_858.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_858.jpg,0.15647308333333335,0.0,0.6636818999999999,49.579755,25.17,99.65,2.7615804957670465,22.1641336752,60.119516947044204,181.9235363870998,121.8040194400556
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_29_322.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_29_322.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_29_322.jpg,0.7178482833333334,0.0,0.3444732,37.3491,25.19,99.67,6.480982096315619,16.696541663999998,61.71558926985319,607.4291392205918,545.7135499507385
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_29_824.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_29_824.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_29_824.jpg,0.7718744993333333,0.27281435,0.0,31.302153333333333,25.19,99.68,2.9617037851609407,13.993314626133333,66.769865859356,102.81654757073743,36.046681711381424
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_30_320.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_30_320.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_30_320.jpg,-0.03274112333333333,0.8333333333333334,0.0,34.69873833333333,25.19,99.66,3.061308872474699,15.511723984533333,65.97184555370961,138.34950769072742,72.37766213701781
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_30_845.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_30_845.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_30_845.jpg,0.39584101666666677,0.2766677166666667,0.24224811666666665,36.58629,25.19,99.65,1.6072589405457318,16.3555350816,69.82907582898473,48.54071818308075,-21.28835764590398
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_31_308.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_31_308.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_31_308.jpg,0.6666666666666666,0.006283673333333333,0.0,29.11154,25.19,99.66,3.969398482285463,13.014022841600001,61.582591170831506,136.5666140110718,74.9840228402403
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_31_800.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_31_800.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_31_800.jpg,0.33606912000000005,0.571512395,0.0,28.39200166666667,25.19,99.66,0.3595820686759507,12.692360425066667,65.43978973459039,0.9733704944230026,-64.46641924016738
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_32_285.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_32_285.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_32_285.jpg,0.12790168333333332,0.2204208,0.0,29.549301666666665,25.19,99.65,1.0667201022216468,13.209719817066665,64.50877132992231,12.126170452770738,-52.382600877151575
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_32_730.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_32_730.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_32_730.jpg,0.10336998333333335,0.13296918333333332,0.0,31.31986666666667,25.19,99.64,1.7786820142468265,14.001233194666668,59.18843511934368,31.10730689531265,-28.08112822403103
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_33_192.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_33_192.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_33_192.jpg,0.8333333333333334,0.0,0.0,29.15863166666667,25.19,99.64,1.1501889497260478,13.035074700266668,61.449561360293586,10.88569281097029,-50.563868549323296
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_33_647.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_33_647.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_33_647.jpg,0.0,0.6666666666666666,0.0,29.275143333333336,25.18,99.64,0.11447331188510704,13.087160075733335,60.518542955625506,0.1913924382234586,-60.327150517402046
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_34_089.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_34_089.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_34_089.jpg,-0.2317698,0.5116212,0.0,36.42361833333333,25.21,99.61,7.229988457794099,16.28281433973333,58.78940911076238,666.36758935378,607.5781802430176
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_34_583.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_34_583.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_34_583.jpg,-0.9003139999999998,0.0,0.2883581333333333,31.428410000000003,25.21,99.61,2.4861983150979037,14.049756406400002,65.70581764415,70.37194364961786,4.666126005467859
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_35_094.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_35_094.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_35_094.jpg,-0.9749513333333333,0.014371581666666668,0.18726131833333334,21.630383333333338,25.21,99.62,4.714402495581049,9.669646565333336,67.96697559661612,129.68090657330836,61.71393097669224
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_35_623.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_35_623.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_35_623.jpg,-0.48399390000000003,0.6719122166666667,0.0,21.108201666666666,25.21,99.62,0.24270302072671943,9.436210473066666,70.3610682250715,0.23706970197261817,-70.12399852309889
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_36_096.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_36_096.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_36_096.jpg,-0.19150825500000002,0.96221035,0.0,30.041426666666666,25.23,99.58,8.44293548690453,13.429719377066666,62.9126672955971,706.5665492577339,643.6538819621368
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_36_598.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_36_598.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_36_598.jpg,0.0,0.8333333333333334,0.13678284999999998,39.54680666666666,25.27,99.53,8.464709729258015,17.679004452266664,66.76989757087222,1387.308108350863,1320.5382107799908
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_37_102.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_37_102.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_37_102.jpg,-0.3092956666666667,0.0,0.7147713666666666,36.85225166666667,25.27,99.53,1.3145152671735092,16.474430585066667,67.0358937689156,27.489542923826022,-39.54635084508958
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_37_579.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_37_579.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_37_579.jpg,-0.8142061666666667,0.06621253333333334,0.0,29.634865,25.27,99.54,3.720237529564898,13.247970049600001,63.444691403200096,131.83302395008457,68.38833254688447
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_38_050.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_38_050.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_38_050.jpg,-0.18439789333333334,0.7784678883333335,0.0,32.188105,25.27,99.53,2.4233556601066533,14.3893704592,62.6466393860375,67.64036846978695,4.99372908374945
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_38_537.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_38_537.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_38_537.jpg,-0.38779484999999997,0.5075751833333334,0.0,37.756795000000004,25.28,99.49,5.111760238397238,16.8787976368,64.77476752796571,436.42322547008223,371.6484579421165
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_39_015.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_39_015.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_39_015.jpg,-0.10927076000000001,0.8333333333333334,0.0,42.81913,25.29,99.46,4.734446572801966,19.1418638752,63.577721213738016,464.8149382900385,401.2372170763005
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_39_476.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_39_476.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_39_476.jpg,0.021950866666666666,0.16666666666666666,0.80382,45.42983166666667,25.30,99.44,2.5316445986633154,20.308951948266667,61.316563261271895,141.28327825785118,79.96671499657928
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_39_916.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_39_916.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_39_916.jpg,0.6207326166666667,0.0,0.482928415,36.297421666666665,25.31,99.46,5.1031928095657815,16.226399381866667,58.52338120120277,318.7534986517297,260.23011745052696
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_40_378.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_40_378.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_40_378.jpg,0.55664065,0.7085044833333334,0.0,33.70189833333333,25.31,99.46,1.3813124052443195,15.066096630933332,61.44959307180981,21.31612456625261,-40.1334685055572
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_40_859.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_40_859.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_40_859.jpg,0.5074307666666668,0.5614401666666665,0.16666666666666666,40.78374,25.33,99.42,6.581843763357688,18.2319631296,63.9767155108031,821.1987017906883,757.2219862798852
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_41_363.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_41_363.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_41_363.jpg,-0.40451069999999995,0.2494631833333333,0.4754913666666667,36.133858333333336,25.33,99.43,2.2684044086624873,16.153280029333335,67.0358937689156,80.52063242763491,13.484738658719309
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_41_825.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_41_825.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_41_825.jpg,-0.10024706666666668,0.0,0.6750916333333333,32.43982333333333,25.33,99.43,1.9659296856921729,14.501898622933332,61.44959307180981,40.644565869148835,-20.805027202660973
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_42_316.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_42_316.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_42_316.jpg,-0.42652435,0.40551336666666665,0.11310938333333333,26.264939999999996,25.33,99.44,3.092120386067488,11.741478777599998,65.3067916355687,75.37328135741163,10.066489721842927
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_42_782.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_42_782.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_42_782.jpg,-0.4208038,0.57997705,0.0,31.273983333333337,25.34,99.41,4.805241087536475,13.980721509333335,61.9816171794128,242.26959059530955,180.28797341589674
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_43_251.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_43_251.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_43_251.jpg,-0.30604716666666665,0.2771032166666667,0.0,34.82868,25.34,99.40,3.3882559982362825,15.5698131072,62.38061147647788,152.32974186663384,89.94913039015596
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_43_680.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_43_680.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_43_680.jpg,-0.2868258166666667,0.18550718333333335,0.0,37.48676833333334,25.34,99.38,2.7698634565673186,16.758084915733335,57.060338688931694,99.2047503138632,42.14441162493151
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_44_137.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_44_137.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_44_137.jpg,-0.08719635833333332,0.3640063333333334,0.0,39.289155,25.34,99.37,1.763104825385041,17.5638238512,60.784539153668895,50.900355698393554,-9.884183455275341
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_44_596.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_44_596.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_44_596.jpg,0.15222837333333336,0.0,0.8639435166666667,38.76835333333334,25.34,99.37,0.27897730509331653,17.331004674133336,61.05053535171228,0.9125088141183664,-60.13802653759391
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_45_029.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_45_029.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_45_029.jpg,0.2155249,0.0,0.3333333333333333,34.724320000000006,25.34,99.38,2.2963380190696157,15.523160012800002,57.592362796534694,56.13498156835174,-1.4573812281829532
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_45_466.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_45_466.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_45_466.jpg,0.5,0.0,0.0,33.01251333333333,25.34,99.38,0.9631242422045957,14.757913960533331,58.12438690413769,8.656794054401743,-49.467592849735944
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_45_894.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_45_894.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_45_894.jpg,0.4399686166666667,0.0,0.0,32.07781666666667,25.33,99.38,0.5369526943103929,14.340067162666669,56.92730887839378,2.267868734999878,-54.6594401433939
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_46_375.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_46_375.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_46_375.jpg,0.6666666666666666,0.0,0.0,29.95439,25.33,99.38,1.085428730467394,13.3908105056,63.9767155108031,11.070632994688593,-52.90608251611451
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_46_847.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_46_847.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_46_847.jpg,-0.07602918033333335,0.5,0.0567306,29.307228333333338,25.33,99.38,0.3371164672236904,13.101503354133335,62.77963748505919,0.8241250033431972,-61.95551248171599
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_47_278.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_47_278.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_47_278.jpg,-0.3078576866666667,0.6251784666666667,0.0,34.532008333333344,25.34,99.36,5.419221322890922,15.437189005333337,57.3263665984913,320.95892530064526,263.632558702154
