leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %,acceleration, speedMS, coolingPower, generatedHeat, instantaneousPower
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_566.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_566.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_566.jpg,0,0,0,5.011927E-05,25.00,99.99,0.00013908018035919592,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_648.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_648.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_648.jpg,0,0,0,8.641114E-05,25.00,99.99,0.0001502795435819593,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_729.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_729.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_729.jpg,0,0,0,8.004127E-05,25.00,99.99,0.00026229699136253126,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_810.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_810.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_810.jpg,0,0,0,9.34455E-05,25.00,99.99,0.0002429622627618728,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_877.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_877.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_877.jpg,0,0,0,3.984682E-05,25.00,99.99,0.00034291910902631035,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_15_960.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_15_960.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_15_960.jpg,0,0,0,0.000137157,25.00,99.99,0.00011803884164018644,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_032.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_032.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_032.jpg,0,0,0,0.0001510962,25.00,99.99,0.0004683757416252552,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_106.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_106.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_106.jpg,0,0,0,0.0002397192,25.00,99.99,0.0005020322196557974,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_181.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_181.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_181.jpg,0,0,0,3.706193E-05,25.00,99.99,0.0007858693555897197,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_255.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_255.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_255.jpg,0,0,0,3.045769E-05,25.00,99.99,0.0001231415683230294,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_331.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_331.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_331.jpg,0,0,0,5.736306E-05,25.00,99.99,9.853546840683398e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_405.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_405.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_405.jpg,0,0,0,1.007786E-05,25.00,99.99,0.00019059449766472409,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_480.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_480.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_480.jpg,0,0,0,5.056751E-06,25.00,99.99,3.303816024717007e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_551.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_551.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_551.jpg,0,0,0,0.0001001315,25.00,99.99,1.7511433028884396e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_624.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_624.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_624.jpg,0,0,0,0.0001154341,25.00,99.99,0.0003372540767981706,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_700.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_700.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_700.jpg,0,0,0,0.0001358269,25.00,99.99,0.000373447661776757,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_773.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_773.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_773.jpg,0,0,0,0.0002011981,25.00,99.99,0.0004574801712134288,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_845.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_845.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_845.jpg,0,0,0,4.564167E-05,25.00,99.99,0.0006870689013400137,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_921.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_921.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_921.jpg,0,0,0,3.340834E-05,25.00,99.99,0.0001476580572039489,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_16_996.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_16_996.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_16_996.jpg,0,0,0,3.824429E-05,25.00,99.99,0.00010952226866735021,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_070.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_070.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_070.jpg,0,0,0,6.121913E-05,25.00,99.99,0.00012707047429293402,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_148.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_148.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_148.jpg,0,0,0,2.373057E-06,25.00,99.99,0.00019297508565144144,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_222.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_222.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_222.jpg,0,0,0,6.228455E-06,25.00,99.99,7.88471896103097e-06,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_303.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_303.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_303.jpg,0,0,0,0.0001111098,25.00,99.99,1.890618509762647e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_380.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_380.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_380.jpg,0,0,0,0.0001198923,25.00,99.99,0.0003547888138877796,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_456.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_456.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_456.jpg,0,0,0,0.0002173644,25.00,99.99,0.0003878706474086729,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_531.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_531.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_531.jpg,0,0,0,3.160433E-05,25.00,99.99,0.0007125860756241029,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_620.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_620.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_620.jpg,0,0,0,4.013033E-05,25.00,99.99,8.731034821886419e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_693.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_693.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_693.jpg,0,0,0,4.814635E-05,25.00,99.99,0.00013516299259811148,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_772.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_772.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_772.jpg,0,0,0,6.826578E-05,25.00,99.99,0.00014984607517490398,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_850.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_850.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_850.jpg,0,0,0,8.223487E-05,25.00,99.99,0.00021518821011827586,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_17_924.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_17_924.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_17_924.jpg,0,0,0,9.75369E-05,25.00,99.99,0.000273232690867433,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_000.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_000.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_000.jpg,0,0,0,0.0001271772,25.00,99.99,0.0003155473750126988,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_074.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_074.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_074.jpg,0,0,0,0.0001456738,25.00,99.99,0.0004225589525455258,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_150.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_150.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_150.jpg,0,0,0,0.000201132,25.00,99.99,0.00047127641944862315,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_223.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_223.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_223.jpg,0,0,0,0.0002623067,25.00,99.99,0.0006774350426645926,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_296.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_296.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_296.jpg,0,0,0,4.458198E-05,25.00,99.99,0.0008834782655455546,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_371.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_371.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_371.jpg,0,0,0,4.565987E-05,25.00,99.99,0.00014615271489940634,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_449.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_449.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_449.jpg,0,0,0,6.524501E-05,25.00,99.99,0.00014392958960599526,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_526.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_526.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_526.jpg,0,0,0,4.331464E-06,25.00,99.99,0.00020833625575778482,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_599.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_599.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_599.jpg,0,0,0,9.148335E-05,25.00,99.99,1.4588854581270742e-05,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_678.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_678.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_678.jpg,0,0.5478055,0,0.2133216,25.00,99.99,0.0002847239913586814,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_745.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_745.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_745.jpg,0,1,0,1.029985,25.00,99.99,0.7828339868584686,0,0.0,0.008507152594154535,0.008507152594154535
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_830.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_830.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_830.jpg,0,1,0,2.384834,25.00,99.99,7.125546178141,1.0661161913600001,0.0,0.10669634207667562,0.10669634207667562
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_909.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_909.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_909.jpg,0,1,0,3.463925,25.00,99.99,6.106289416881587,1.548513032,0.0,0.1414920690498921,0.1414920690498921
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_987.jpg,0,1,0,4.539236,25.00,99.99,6.162905208549771,2.02922006144,0.0,0.23905540003626302,0.23905540003626302
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_068.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_068.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_068.jpg,0,1,0,5.610732,25.00,99.99,5.913593107576109,2.50822163328,0.0,0.3610794181345626,0.3610794181345626
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_144.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_144.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_144.jpg,0,1,0,6.411462,25.00,99.99,4.709979684032278,2.86617997248,0.0,0.2641051594825885,0.2641051594825885
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_223.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_223.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_223.jpg,0,1,0,7.475445,25.00,99.99,6.020797256804037,3.3418229328,0.0,0.6281394789804655,0.6281394789804655
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_300.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_300.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_300.jpg,0,1,0,8.535579,25.00,99.99,6.154842884038823,3.81574523616,0.0,0.811037638669244,0.811037638669244
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_371.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_371.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_371.jpg,0,1,0,9.671167,25.00,99.99,7.150035920622757,4.32339849568,0.0,1.1901050729256504,1.1901050729256504
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_446.jpg,0,1,0,10.64413,25.00,99.99,5.799374706456855,4.7583518752,0.0,1.0605007309229295,1.0605007309229295
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_530.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_530.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_530.jpg,0,1,0,11.56113,25.00,99.99,4.880194091089436,5.1682875552,0.0,1.1135284306236684,1.1135284306236684
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_612.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_612.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_612.jpg,0,1,0,11.92854,25.00,99.99,2.003011366049153,5.3325345215999995,0.0,0.19506189746405309,0.19506189746405309
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_697.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_697.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_697.jpg,0,1,0,12.75366,25.00,99.99,4.33954681481678,5.7013961663999995,0.0,1.0983138282547742,1.0983138282547742
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_775.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_775.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_775.jpg,0,1,0,13.1454,25.00,99.99,2.2451704543125675,5.876519616,0.0,0.26751202812797814,0.26751202812797814
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_861.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_861.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_861.jpg,0,1,0,14.22307,25.00,99.99,5.601881268899183,6.3582812128,0.0,2.3182358627863775,2.3182358627863775
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_941.jpg,0,1,0,15.13293,25.00,99.99,5.084302528768744,6.7650250272,0.0,1.8724672766793957,1.8724672766793957
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_028.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_028.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_028.jpg,0,1,0,16.34429,25.00,99.99,6.224431669205458,7.3065514016,0.0,3.8596479843724416,3.8596479843724416
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_103.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_103.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_103.jpg,0,1,0,17.39057,25.00,99.99,6.236402675992149,7.7742804128,0.0,3.2588860452693695,3.2588860452693695
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_189.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_189.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_189.jpg,0,1,0,19.06758,25.00,99.99,8.717335461464677,8.5239709632,0.0,10.029836204885099,10.029836204885099
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_264.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_264.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_264.jpg,0,1,0,20.21148,25.00,99.99,6.818249745073573,9.035340019200001,0.0,5.254278281901796,5.254278281901796
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_331.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_331.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_331.jpg,0,1,0,21.84117,25.00,99.99,10.87365640524715,9.763876636800001,0.0,12.406059878472048,12.406059878472048
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_406.jpg,0,1,0,23.57567,25.01,99.99,10.338571359013235,10.539267516799999,0.0,16.378388714747594,16.378388714747594
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_483.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_483.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_483.jpg,0,1,0,24.87577,25.01,99.99,7.547995307107386,11.120464220799999,0.0,10.269428290440569,10.269428290440569
