leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_18_987.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_18_987.jpg,0.0,0.7579675833333334,0.0,1.9385655138916669,24.99,99.99
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_446.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_446.jpg,0.0,1.0,0.0,8.058085833333335,24.98,99.98
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_19_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_19_941.jpg,0.0,1.0,0.0,13.124121666666667,24.98,99.97
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_406.jpg,0.0,1.0,0.0,19.73846,24.99,99.95
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_20_847.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_20_847.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_20_847.jpg,0.0,1.0,0.0,28.994511666666668,25.00,99.92
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_287.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_287.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_287.jpg,0.035797,1.0,0.0,38.04388666666667,25.01,99.87
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_727.jpg,0.038396683333333334,0.3333333333333333,0.0,41.835980000000006,25.02,99.85
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_142.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_142.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_142.jpg,0.05937000166666667,0.83314495,0.0,43.831865,25.02,99.84
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_574.jpg,0.0,0.0,0.64346415,36.907878333333336,25.02,99.85
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_003.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_003.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_003.jpg,0.7197384000000001,0.0,0.49567363333333336,26.600661666666667,25.02,99.86
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_441.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_441.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_441.jpg,0.0,0.0,0.0,16.715306666666667,25.02,99.86
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_898.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_898.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_898.jpg,-0.22957009999999997,0.9711460000000001,0.0,15.502191666666667,25.02,99.86
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_323.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_323.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_323.jpg,0.1851200401666667,0.9628822500000002,0.0,19.004591666666666,25.02,99.85
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_770.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_770.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_770.jpg,0.17119004999999998,0.9419152333333334,0.0,23.78518,25.02,99.84
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_213.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_213.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_213.jpg,0.07344612166666666,0.9411554333333333,0.0,25.641485,25.02,99.83
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_647.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_647.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_647.jpg,0.35446158333333333,0.8652747833333333,0.0,29.68766666666667,25.02,99.81
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_080.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_080.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_080.jpg,0.3373962833333333,0.97147255,0.0,36.799731666666666,25.03,99.78
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_524.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_524.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_524.jpg,0.04440611666666667,0.9818398833333334,0.0,44.90366,25.05,99.73
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_983.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_983.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_983.jpg,0.08358976666666666,0.09022085,0.3333333333333333,48.49605666666667,25.06,99.70
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_461.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_461.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_461.jpg,0.12455271666666667,0.5,0.0,45.56261666666666,25.06,99.71
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_941.jpg,0.09900373333333334,0.6513699666666667,0.0,50.059808333333336,25.06,99.68
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_406.jpg,0.09467296666666668,0.6486447000000001,0.0,54.65652166666666,25.07,99.64
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_858.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_858.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_858.jpg,0.15647308333333335,0.0,0.6636818999999999,49.579755,25.07,99.65
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_29_322.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_29_322.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_29_322.jpg,0.7178482833333334,0.0,0.3444732,37.3491,25.08,99.67
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_29_824.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_29_824.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_29_824.jpg,0.7718744993333333,0.27281435,0.0,31.302153333333333,25.08,99.68
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_30_320.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_30_320.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_30_320.jpg,-0.03274112333333333,0.8333333333333334,0.0,34.69873833333333,25.08,99.66
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_30_845.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_30_845.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_30_845.jpg,0.39584101666666677,0.2766677166666667,0.24224811666666665,36.58629,25.08,99.65
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_31_308.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_31_308.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_31_308.jpg,0.6666666666666666,0.006283673333333333,0.0,29.11154,25.08,99.66
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_31_800.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_31_800.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_31_800.jpg,0.33606912000000005,0.571512395,0.0,28.39200166666667,25.08,99.66
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_32_285.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_32_285.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_32_285.jpg,0.12790168333333332,0.2204208,0.0,29.549301666666665,25.08,99.65
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_32_730.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_32_730.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_32_730.jpg,0.10336998333333335,0.13296918333333332,0.0,31.31986666666667,25.08,99.64
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_33_192.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_33_192.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_33_192.jpg,0.8333333333333334,0.0,0.0,29.15863166666667,25.08,99.64
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_33_647.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_33_647.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_33_647.jpg,0.0,0.6666666666666666,0.0,29.275143333333336,25.08,99.64
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_34_089.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_34_089.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_34_089.jpg,-0.2317698,0.5116212,0.0,36.42361833333333,25.09,99.61
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_34_583.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_34_583.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_34_583.jpg,-0.9003139999999998,0.0,0.2883581333333333,31.428410000000003,25.09,99.61
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_35_094.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_35_094.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_35_094.jpg,-0.9749513333333333,0.014371581666666668,0.18726131833333334,21.630383333333338,25.09,99.62
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_35_623.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_35_623.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_35_623.jpg,-0.48399390000000003,0.6719122166666667,0.0,21.108201666666666,25.09,99.62
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_36_096.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_36_096.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_36_096.jpg,-0.19150825500000002,0.96221035,0.0,30.041426666666666,25.10,99.58
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_36_598.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_36_598.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_36_598.jpg,0.0,0.8333333333333334,0.13678284999999998,39.54680666666666,25.12,99.53
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_37_102.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_37_102.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_37_102.jpg,-0.3092956666666667,0.0,0.7147713666666666,36.85225166666667,25.12,99.53
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_37_579.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_37_579.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_37_579.jpg,-0.8142061666666667,0.06621253333333334,0.0,29.634865,25.12,99.54
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_38_050.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_38_050.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_38_050.jpg,-0.18439789333333334,0.7784678883333335,0.0,32.188105,25.12,99.53
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_38_537.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_38_537.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_38_537.jpg,-0.38779484999999997,0.5075751833333334,0.0,37.756795000000004,25.13,99.49
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_39_015.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_39_015.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_39_015.jpg,-0.10927076000000001,0.8333333333333334,0.0,42.81913,25.13,99.46
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_39_476.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_39_476.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_39_476.jpg,0.021950866666666666,0.16666666666666666,0.80382,45.42983166666667,25.13,99.44
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_39_916.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_39_916.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_39_916.jpg,0.6207326166666667,0.0,0.482928415,36.297421666666665,25.14,99.46
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_40_378.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_40_378.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_40_378.jpg,0.55664065,0.7085044833333334,0.0,33.70189833333333,25.14,99.46
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_40_859.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_40_859.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_40_859.jpg,0.5074307666666668,0.5614401666666665,0.16666666666666666,40.78374,25.15,99.42
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_41_363.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_41_363.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_41_363.jpg,-0.40451069999999995,0.2494631833333333,0.4754913666666667,36.133858333333336,25.15,99.43
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_41_825.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_41_825.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_41_825.jpg,-0.10024706666666668,0.0,0.6750916333333333,32.43982333333333,25.15,99.43
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_42_316.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_42_316.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_42_316.jpg,-0.42652435,0.40551336666666665,0.11310938333333333,26.264939999999996,25.15,99.44
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_42_782.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_42_782.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_42_782.jpg,-0.4208038,0.57997705,0.0,31.273983333333337,25.15,99.41
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_43_251.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_43_251.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_43_251.jpg,-0.30604716666666665,0.2771032166666667,0.0,34.82868,25.15,99.40
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_43_680.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_43_680.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_43_680.jpg,-0.2868258166666667,0.18550718333333335,0.0,37.48676833333334,25.15,99.38
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_44_137.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_44_137.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_44_137.jpg,-0.08719635833333332,0.3640063333333334,0.0,39.289155,25.15,99.37
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_44_596.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_44_596.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_44_596.jpg,0.15222837333333336,0.0,0.8639435166666667,38.76835333333334,25.15,99.37
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_45_029.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_45_029.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_45_029.jpg,0.2155249,0.0,0.3333333333333333,34.724320000000006,25.15,99.38
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_45_466.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_45_466.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_45_466.jpg,0.5,0.0,0.0,33.01251333333333,25.15,99.38
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_45_894.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_45_894.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_45_894.jpg,0.4399686166666667,0.0,0.0,32.07781666666667,25.15,99.38
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_46_375.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_46_375.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_46_375.jpg,0.6666666666666666,0.0,0.0,29.95439,25.15,99.38
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_46_847.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_46_847.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_46_847.jpg,-0.07602918033333335,0.5,0.0567306,29.307228333333338,25.15,99.38
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_47_278.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_47_278.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_47_278.jpg,-0.3078576866666667,0.6251784666666667,0.0,34.532008333333344,25.15,99.36
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_47_763.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_47_763.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_47_763.jpg,-0.5174067083333332,0.0,0.6157677666666667,33.324075,25.15,99.36
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_48_239.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_48_239.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_48_239.jpg,-0.15258188333333333,0.0,0.027219300000000002,7.640482333333334,25.15,99.37
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_48_703.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_48_703.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_48_703.jpg,0.002629043333333333,0.0,1.0,1.7464867166666667,25.15,99.37
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_49_197.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_49_197.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_49_197.jpg,0.8631334666666666,0.0,0.5404648166666667,2.508836666666667,25.15,99.37
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_49_634.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_49_634.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_49_634.jpg,0.9697331333333333,0.0,0.3566469666666667,3.6982215000000003,25.15,99.37
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_50_073.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_50_073.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_50_073.jpg,0.9817896166666666,0.0,0.2699029,4.313398,25.15,99.37
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_50_503.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_50_503.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_50_503.jpg,1.0,0.0,0.12705210000000003,4.280961666666667,25.15,99.36
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_50_982.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_50_982.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_50_982.jpg,0.42679219333333335,0.56240295,0.013008946666666667,2.470426583333333,25.15,99.36
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_51_463.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_51_463.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_51_463.jpg,-0.72965785,0.7030644666666667,0.0,4.485424666666666,25.15,99.36
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_51_972.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_51_972.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_51_972.jpg,-0.4442512,0.16182741666666667,0.0,9.961467333333333,25.15,99.35
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_52_474.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_52_474.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_52_474.jpg,-0.4109221516666666,0.7341539499999999,0.0,14.376964999999998,25.15,99.34
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_52_908.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_52_908.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_52_908.jpg,0.00229419,0.5085819433333333,0.0,19.741895000000003,25.15,99.33
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_53_338.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_53_338.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_53_338.jpg,-0.017237045,1.0,0.0,28.463333333333335,25.16,99.30
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_53_794.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_53_794.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_53_794.jpg,-0.23004718333333332,0.34612248333333334,0.0,35.28949166666667,25.16,99.26
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_54_220.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_54_220.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_54_220.jpg,0.14313355,0.483941455,0.0,37.52516666666667,25.16,99.25
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_54_678.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_54_678.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_54_678.jpg,-0.16243431666666666,0.3333333333333333,0.0018817900000000002,32.90967166666667,25.16,99.26
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_55_158.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_55_158.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_55_158.jpg,0.42869075000000006,0.06401676666666667,0.0,5.315344,25.16,99.26
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_55_593.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_55_593.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_55_593.jpg,0.13203354583333335,0.9725588833333333,0.0,4.842827833333334,25.16,99.26
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_56_015.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_56_015.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_56_015.jpg,0.17393197000000002,0.9798555666666666,0.0,7.6474433333333325,25.16,99.26
